Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
LRCX,Semiconductor Equipment & Materials,Technology,25.06,16.45,1.26,98,34.74,36,NMS,72.73,94317920256,38.18,XLK,0.71,S&P 500,#N/A,Nasdaq 100,89.69819,NO
LRN,Education & Training Services,Consumer Defensive,13.86,11.42,0,86,32.45,32.45,NYQ,64.93,2810931968,33.25,#N/A,0.46,#N/A,#N/A,#N/A,68.7352,NO
LSCC,Semiconductors,Technology,38.31,37.5,0,60.79,16.75,16.75,NMS,52.07,7180456448,46.61,#N/A,0.27,#N/A,#N/A,#N/A,62.9024,NO
LSTR,Integrated Freight & Logistics,Industrials,30.09,25.4,0.72,174.02,-5.5,-4.78,NMS,184.14,6528595968,29.85,#N/A,-0.14,#N/A,#N/A,#N/A,184.9312,NO
LTC,REIT - Healthcare Facilities,Real Estate,16.13,18.48,6.31,34.29,-3.84,2.47,NYQ,35.66,1550464896,18.39,#N/A,0.15,#N/A,#N/A,#N/A,34.0059,YES
LTRX,Communication Equipment,Technology,0,7.31,0,7.3,72.17,72.17,NCM,4.24,162916896,79.13,#N/A,1.08,#N/A,#N/A,#N/A,4.0516,YES
LULU,Apparel Retail,Consumer Cyclical,23.04,19.93,0,314.99,5.85,5.85,NMS,297.5866,36547031040,40.07,XLY,0.14,S&P 500,#N/A,Nasdaq 100,345.60236,NO
LUMN,Telecom Services,Communication Services,0,-12.26,0,4.62,-30.21,-30.21,NYQ,6.62,6707590656,74.85,#N/A,-0.35,#N/A,#N/A,#N/A,2.6735,YES
LUV,Airlines,Industrials,233.65,21.69,2.32,28.69,-5.52,-3.2,NYQ,30.365,18187051008,32.08,#N/A,-0.07,S&P 500,#N/A,#N/A,28.94695,YES
LVS,Resorts & Casinos,Consumer Cyclical,23.96,18.36,1.55,55.33,8.43,9.98,NYQ,51.03,37580124160,32.22,XLY,0.27,S&P 500,#N/A,#N/A,46.63025,YES
LW,Packaged Foods,Consumer Defensive,18.14,15.55,1.86,75.64,-2.1,-0.24,NYQ,77.26,11017121792,33.11,XLP,-0.01,S&P 500,#N/A,#N/A,83.47005,NO
LXFR,Specialty Industrial Machinery,Industrials,0,0,3.99,0,-100,-96.01,NYQ,12.84,343941248,35.05,#N/A,-2.07,#N/A,#N/A,#N/A,10.7625,YES
LXP,REIT - Industrial,Real Estate,106.28,-478.25,5.31,11.5,20.23,25.54,NYQ,9.565,2823262720,18.63,#N/A,1.37,#N/A,#N/A,#N/A,9.30455,YES
LXRX,Biotechnology,Healthcare,0,-3.27,0,6.4,225.7,225.7,NMS,1.965,710331776,125.73,#N/A,2.01,#N/A,#N/A,#N/A,1.8971,YES
LXU,Chemicals,Basic Materials,227.5,14.68,0,9.4,3.41,3.41,NYQ,9.09,651752064,43.54,#N/A,0.07,#N/A,#N/A,#N/A,8.2202,YES
LYB,Specialty Chemicals,Basic Materials,12.63,9.77,5.86,104.72,16.64,22.5,NYQ,89.78,29186488320,18.48,XLB,0.92,S&P 500,#N/A,#N/A,97.21305,NO
LYTS,Electronic Components,Technology,19.83,13.49,1.2,19.67,19.5,20.7,NMS,16.46,489874272,42.09,#N/A,0.57,#N/A,#N/A,#N/A,14.97695,YES
LYV,Entertainment,Communication Services,104.29,47.81,0,121.85,6.22,6.22,NYQ,114.72,26628118528,34.62,XLC,0.17,S&P 500,#N/A,#N/A,96.5537,YES
LZB,"Furnishings, Fixtures & Appliances",Consumer Cyclical,14.19,11.83,1.95,43,7.82,9.77,NYQ,39.88,1667232256,33.44,#N/A,0.23,#N/A,#N/A,#N/A,37.9129,YES
M,Department Stores,Consumer Cyclical,24.73,6.16,4.29,17.18,6.87,11.16,NYQ,16.075,4458770944,52.87,#N/A,0.23,#N/A,#N/A,#N/A,18.00805,NO
MA,Credit Services,Financial Services,39.44,30.94,0.51,526.75,2.25,2.76,NYQ,515.135,4.75941E+11,17.87,XLF,0.12,S&P 500,#N/A,#N/A,462.69266,YES
MAA,REIT - Residential,Real Estate,34.71,36.61,3.8,161.36,5.43,9.23,NYQ,153.05,18366205952,22.55,XLRE,0.43,S&P 500,#N/A,#N/A,139.977,YES
MAC,REIT - Retail,Real Estate,0,-97.66,3.6,15.65,-15.66,-12.06,NYQ,18.555,4206751744,28.17,#N/A,-0.36,#N/A,#N/A,#N/A,15.94925,YES
MAG,Silver,Basic Materials,30.1,22.66,0,17.96,2.86,2.86,ASE,17.46,1805695616,49.78,#N/A,0.06,#N/A,#N/A,#N/A,11.9361,YES
MAIN,Asset Management,Financial Services,9.8,13.4,7.8,48.8,-7.12,0.68,NYQ,52.54,4573991936,11.64,#N/A,0.06,#N/A,#N/A,#N/A,48.2889,YES
MAN,Staffing & Employment Services,Industrials,72.09,11.96,4.72,72,14.84,19.56,NYQ,62.695,2974746112,20.83,#N/A,0.81,#N/A,#N/A,#N/A,73.16525,NO
MANH,Software - Application,Technology,89.71,60.3,0,278.59,-5.48,-5.48,NMS,294.74,18020993024,34,#N/A,-0.13,#N/A,#N/A,#N/A,243.78665,YES
MANU,Entertainment,Communication Services,0,-34.81,0,21.94,34.07,34.07,NYQ,16.365,2769195776,34.73,#N/A,0.65,#N/A,#N/A,#N/A,16.685,NO
MAR,Lodging,Consumer Cyclical,26.58,25.02,0.95,250.57,-5.62,-4.67,NMS,265.5,74744356864,20.68,XLY,-0.18,S&P 500,#N/A,Nasdaq 100,240.069,YES
MAS,Building Products & Equipment,Industrials,20.56,18.69,1.35,84.35,0.33,1.68,NYQ,84.07,18335098880,25.5,#N/A,0.06,S&P 500,#N/A,#N/A,73.66025,YES
MASI,Medical Devices,Healthcare,97.2,33.18,0,155.57,8.35,8.35,NMS,143.58,7677351936,42.35,#N/A,0.17,#N/A,#N/A,#N/A,126.69135,YES
MAT,Leisure,Consumer Cyclical,20.58,11.73,0,23.71,27.95,27.95,NMS,18.53,6295355904,27.65,#N/A,0.92,#N/A,#N/A,#N/A,18.5313,NO
MATV,Specialty Chemicals,Basic Materials,0,9.57,2.41,0,-100,-97.59,NYQ,15.7,852933888,48.82,#N/A,-1.64,#N/A,#N/A,#N/A,16.7867,NO
MATW,Conglomerates,Industrials,26.94,13.23,4.22,36,59.08,63.3,NMS,22.63,692423680,40.23,#N/A,1.77,#N/A,#N/A,#N/A,27.31915,NO
MATX,Marine Shipping,Industrials,14.25,14.6,1,152.67,13.28,14.28,NYQ,134.77,4525482496,40.62,#N/A,0.34,#N/A,#N/A,#N/A,121.50005,YES
MBI,Insurance - Specialty,Financial Services,0,-4.09,0,5.5,43.23,43.23,NYQ,3.84,195948288,80.39,#N/A,0.47,#N/A,#N/A,#N/A,5.33555,NO
MBOT,Medical Instruments & Supplies,Healthcare,0,-1.91,0,7,603.16,603.16,NCM,0.9955,16430131,219.63,#N/A,2.75,#N/A,#N/A,#N/A,1.0759,NO
MBWM,Banks - Regional,Financial Services,8.74,9.79,3.17,48.88,12.78,15.95,NMS,43.34,699772992,57.76,#N/A,0.36,#N/A,#N/A,#N/A,40.1887,YES
MCD,Restaurants,Consumer Cyclical,27.58,24.69,2.24,312.44,-0.84,1.4,NYQ,315.09,2.25723E+11,17.01,XLY,0.06,S&P 500,DJIA,#N/A,278.99734,YES
MCHP,Semiconductors,Technology,29.92,23.09,2.35,92.55,23.24,25.59,NMS,75.1,40259334144,32.34,XLK,0.54,S&P 500,#N/A,Nasdaq 100,86.0843,NO
MCHX,Advertising Agencies,Communication Services,0,0,0,3.25,80.56,80.56,NMS,1.8,78628136,66.88,#N/A,1.2,#N/A,#N/A,#N/A,1.5306,YES
MCK,Medical Distribution,Healthcare,22.79,14.32,0.56,583.53,14.34,14.9,NYQ,510.365,66106417152,19.91,XLV,0.54,S&P 500,#N/A,#N/A,538.63605,NO
MCO,Financial Data & Stock Exchanges,Financial Services,48.16,37.5,0.7,496.76,1.98,2.68,NYQ,487.135,88648507392,22.18,XLF,0.1,S&P 500,#N/A,#N/A,420.68085,YES
MCRI,Resorts & Casinos,Consumer Cyclical,17.25,15.19,1.58,73,-1.12,0.46,NMS,73.83,1362318592,24.61,#N/A,0.02,#N/A,#N/A,#N/A,70.8944,YES
MCS,Entertainment,Communication Services,0,37.16,1.7,20,22.32,24.02,NYQ,16.35,526681856,33.59,#N/A,0.55,#N/A,#N/A,#N/A,13.2349,YES
MCY,Insurance - Property & Casualty,Financial Services,11.48,10.22,1.89,80,20.48,22.37,NYQ,66.4,3668335360,37.63,#N/A,0.5,#N/A,#N/A,#N/A,53.71945,YES
MD,Medical Care Facilities,Healthcare,0,8.73,0,11.58,-9.14,-9.14,NYQ,12.745,1094359552,45.09,#N/A,-0.2,#N/A,#N/A,#N/A,9.22055,YES
MDB,Software - Infrastructure,Technology,0,81.62,0,336.13,27.11,27.11,NGM,264.44,19534051328,56.87,#N/A,0.51,#N/A,#N/A,Nasdaq 100,322.0486,NO
MDGL,Biotechnology,Healthcare,0,-11.24,0,362.53,73.73,73.73,NMS,208.67,4530788864,63.08,#N/A,0.76,#N/A,#N/A,#N/A,241.38506,NO
MDLZ,Confectioners,Consumer Defensive,24.25,19.71,2.63,80.27,13.87,16.5,NMS,70.495,94180581376,17.55,XLP,0.79,S&P 500,#N/A,Nasdaq 100,70.62985,NO
MDT,Medical Devices,Healthcare,30.65,15.56,3.04,95.63,5.03,8.07,NYQ,91.0464,1.16755E+11,21.31,XLV,0.41,S&P 500,#N/A,#N/A,84.18685,YES
MDU,Conglomerates,Industrials,14.59,17.06,1.72,27.5,-6.26,-4.54,NYQ,29.335,5981054464,27.5,#N/A,-0.15,#N/A,#N/A,#N/A,24.22575,YES
MDXG,Biotechnology,Healthcare,9.99,18.37,0,12.2,114.32,114.32,NCM,5.6925,835710208,32.8,#N/A,1.71,#N/A,#N/A,#N/A,7.1094,NO
MED,Personal Services,Consumer Cyclical,6.63,27.79,34.41,17.25,-3.01,31.4,NYQ,17.785,194521664,51.17,#N/A,0.42,#N/A,#N/A,#N/A,29.9113,NO
MEI,Electronic Components,Technology,0,10.1,5.1,11.33,7.9,13,NYQ,10.5,370073536,62.92,#N/A,0.21,#N/A,#N/A,#N/A,13.50595,NO
MEIP,Biotechnology,Healthcare,1.04,-0.75,0,6,115.65,115.65,NCM,2.7823,18538076,172.38,#N/A,0.86,#N/A,#N/A,#N/A,3.5067,NO
MELI,Internet Retail,Consumer Cyclical,75.54,42.05,0,2350.11,12.48,12.48,NMS,2089.375,1.05926E+11,29.16,#N/A,0.32,#N/A,#N/A,Nasdaq 100,1725.8396,YES
MEOH,Chemicals,Basic Materials,18.87,10.52,1.83,55,36.17,38,NMS,40.39,2727080704,37.01,#N/A,0.99,#N/A,#N/A,#N/A,46.1219,NO
MERC,Paper & Paper Products,Basic Materials,0,-52.58,4.48,7.63,20.92,25.4,NMS,6.31,421954752,56.55,#N/A,0.48,#N/A,#N/A,#N/A,8.3778,NO
MET,Insurance - Life,Financial Services,23.08,8.65,2.56,91.03,7.25,9.81,NYQ,84.875,59482099712,21.6,XLF,0.41,S&P 500,#N/A,#N/A,72.8667,YES
META,Internet Content & Information,Communication Services,29.38,23.49,0.35,601.58,4.85,5.2,NMS,573.77,1.45186E+12,27.89,XLC,0.11,S&P 500,#N/A,Nasdaq 100,491.2577,YES
MFA,REIT - Mortgage,Real Estate,19.56,7.42,11.08,13.58,10.18,21.26,NYQ,12.325,1258172928,21.88,#N/A,0.97,#N/A,#N/A,#N/A,11.3345,YES
MFC,Insurance - Life,Financial Services,17.55,10.31,3.86,26.67,-11.17,-7.31,NYQ,30.025,53151158272,21.11,#N/A,-0.31,#N/A,#N/A,#N/A,25.3726,YES
MFIC,Asset Management,Financial Services,7.81,8.3,11.39,15.18,13.58,24.97,NMS,13.365,1253373696,21.77,#N/A,1,#N/A,#N/A,#N/A,14.4683,NO
MFIN,Credit Services,Financial Services,4.99,5.02,4.41,12,32.89,37.3,NMS,9.03,209214256,29.69,#N/A,0.88,#N/A,#N/A,#N/A,8.26395,YES
MG,Security & Protection Services,Industrials,0,13.03,0,15.17,29.22,29.22,NYQ,11.74,363674656,53.56,#N/A,0.45,#N/A,#N/A,#N/A,9.31595,YES
MGA,Auto Parts,Consumer Cyclical,12.18,6.78,4.37,49.01,16.94,21.31,NYQ,41.91,12060590080,28,#N/A,0.52,#N/A,#N/A,#N/A,47.2435,NO
MGEE,Utilities - Regulated Electric,Utilities,28.84,0,1.93,71,-22.83,-20.9,NMS,92.01,3328544512,21.33,#N/A,-0.98,#N/A,#N/A,#N/A,78.97975,YES
MGIC,Information Technology Services,Technology,17.16,11.31,3.65,0,-100,-96.35,NMS,11.534,566311360,38.53,#N/A,-2.46,#N/A,#N/A,#N/A,10.99665,YES
MGM,Resorts & Casinos,Consumer Cyclical,15.2,14.11,0,52.71,30.18,30.18,NYQ,40.49,12290533376,30.82,XLY,0.69,S&P 500,#N/A,#N/A,41.51215,NO
MGPI,Beverages - Wineries & Distilleries,Consumer Defensive,13.6,9.45,0.78,97.17,65.3,66.08,NMS,58.785,1292593920,45.42,#N/A,1.25,#N/A,#N/A,#N/A,82.0479,NO
MHK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0,13.93,0,169.52,5.13,5.13,NYQ,161.245,10182050816,33.66,#N/A,0.12,S&P 500,#N/A,#N/A,126.9972,YES
MHO,Residential Construction,Consumer Cyclical,8.99,7.99,0,182.5,10.08,10.08,NYQ,165.785,4544465408,40.76,#N/A,0.22,#N/A,#N/A,#N/A,136.18884,YES
MIDD,Specialty Industrial Machinery,Industrials,19.23,13.21,0,168,22.24,22.24,NMS,137.435,7393306112,32.91,#N/A,0.59,#N/A,#N/A,#N/A,138.698,NO
MITK,Software - Application,Technology,0,10.87,0,12.3,36.29,36.29,NCM,9.025,416989280,61.12,#N/A,0.61,#N/A,#N/A,#N/A,11.49925,NO
MITT,REIT - Mortgage,Real Estate,4.49,10.07,8.07,8.45,13.35,21.42,NYQ,7.455,219870320,37.81,#N/A,0.76,#N/A,#N/A,#N/A,6.65785,YES
MKC,Packaged Foods,Consumer Defensive,26.59,24.99,2.1,85.36,9.14,11.24,NYQ,78.215,20992266240,19.85,XLP,0.53,S&P 500,#N/A,#N/A,73.55485,YES
MKSI,Scientific & Technical Instruments,Technology,671.2,13.51,0.86,136.67,35.75,36.61,NMS,100.68,6792683008,42.46,#N/A,0.75,#N/A,#N/A,#N/A,119.6555,NO
MKTX,Capital Markets,Financial Services,41.34,35.08,1.02,279.82,-2.26,-1.24,NMS,286.29,10815004672,30.23,#N/A,-0.04,S&P 500,#N/A,#N/A,228.5908,YES
MLCO,Resorts & Casinos,Consumer Cyclical,0,14.69,0,9.6,38.83,38.83,NMS,6.915,3045518336,58.28,#N/A,0.5,#N/A,#N/A,#N/A,7.1701,NO
MLI,Metal Fabrication,Industrials,14.91,13.58,1.11,0,-100,-98.89,NYQ,71.98,8154795008,33.49,#N/A,-2.35,#N/A,#N/A,#N/A,58.78275,YES
MLKN,"Furnishings, Fixtures & Appliances",Consumer Cyclical,28.34,9.94,2.97,33,33.85,36.82,NMS,24.655,1704307200,43.88,#N/A,0.97,#N/A,#N/A,#N/A,27.21225,NO
MLM,Building Materials,Basic Materials,17.33,26.69,0.54,612.98,6.41,6.95,NYQ,576.04,35205894144,25.21,XLB,0.23,S&P 500,#N/A,#N/A,555.6072,YES
MLR,Auto Parts,Consumer Cyclical,10.21,10.29,1.18,78,22.6,23.78,NYQ,63.62,728690752,35.21,#N/A,0.77,#N/A,#N/A,#N/A,53.8007,YES
MMC,Insurance Brokers,Financial Services,27.36,23.26,1.45,231.42,4.4,5.85,NYQ,221.66,1.09123E+11,17.79,XLF,0.31,S&P 500,#N/A,#N/A,210.32996,YES
MMLP,Oil & Gas Midstream,Energy,36.18,24.88,0.5,4,0.5,1,NMS,3.9802,155232176,117.5,#N/A,0.01,#N/A,#N/A,#N/A,3.06735,YES
MMM,Conglomerates,Industrials,52.36,17.1,2.07,141.12,4.88,6.95,NYQ,134.55,73866141696,21.94,XLI,0.18,S&P 500,DJIA,#N/A,103.72648,YES
MMS,Specialty Business Services,Industrials,18.44,16.17,1.34,110,25.04,26.38,NYQ,87.97,5293770752,23.7,#N/A,0.65,#N/A,#N/A,#N/A,85.70325,YES
MMSI,Medical Instruments & Supplies,Healthcare,47.47,25.86,0,108.91,14.14,14.14,NMS,95.42,5554254848,24.02,#N/A,0.49,#N/A,#N/A,#N/A,83.53175,YES
MMYT,Travel Services,Consumer Cyclical,59.21,56.33,0,109.22,4.81,4.81,NMS,104.21,11465082880,49.17,#N/A,0.09,#N/A,#N/A,#N/A,77.4935,YES
MNKD,Biotechnology,Healthcare,132,38.85,0,7.8,18.09,18.09,NGM,6.605,1816342016,55.25,#N/A,0.31,#N/A,#N/A,#N/A,4.88105,YES
MNOV,Biotechnology,Healthcare,0,0,0,8,349.44,349.44,NGM,1.78,87302232,122.5,#N/A,2.85,#N/A,#N/A,#N/A,1.46485,YES
MNRO,Auto Parts,Consumer Cyclical,25.3,22.98,4,29.33,6.35,10.35,NMS,27.58,825218432,37.88,#N/A,0.17,#N/A,#N/A,#N/A,27.7585,NO
MNST,Beverages - Non-Alcoholic,Consumer Defensive,33.66,28.2,0,54.96,2.04,2.04,NMS,53.86,52754792448,24.95,XLP,0.07,S&P 500,#N/A,Nasdaq 100,53.09975,YES
MNTX,Farm & Heavy Construction Machinery,Industrials,10.75,0,0,5.8,1.84,1.84,NCM,5.695,116163200,90.54,#N/A,0.02,#N/A,#N/A,#N/A,5.8235,NO
MO,Tobacco,Consumer Defensive,8.46,9.26,8.22,51.51,4.98,13.2,NYQ,49.065,83647438848,15.52,XLP,0.66,S&P 500,#N/A,#N/A,45.88055,YES
MOD,Auto Parts,Consumer Cyclical,42.89,28.1,0,141.4,8.19,8.19,NYQ,130.7,6846788608,57.2,#N/A,0.11,#N/A,#N/A,#N/A,97.87925,YES
MODG,Leisure,Consumer Cyclical,95.32,65.53,0,15.65,50.26,50.26,NYQ,10.415,1928114304,76.68,#N/A,0.8,#N/A,#N/A,#N/A,13.87025,NO
MODV,Medical Care Facilities,Healthcare,0,4.16,0,27.17,86.48,86.48,NMS,14.57,207622112,95.87,#N/A,0.83,#N/A,#N/A,#N/A,27.21,NO
MOFG,Banks - Regional,Financial Services,14.75,9.22,3.27,31.3,7.73,11,NMS,29.055,603545024,39.67,#N/A,0.28,#N/A,#N/A,#N/A,24.3705,YES
MOG-A,Aerospace & Defense,Industrials,30.87,23.53,0.57,213.75,9.72,10.29,NYQ,194.82,6234571264,#N/A,#N/A,0.31,#N/A,#N/A,#N/A,169.3683,YES
MOH,Healthcare Plans,Healthcare,15.78,10.82,0,372.65,29.62,29.62,NYQ,287.5,16826404864,30.38,XLV,0.54,S&P 500,#N/A,#N/A,349.6926,NO
MORN,Financial Data & Stock Exchanges,Financial Services,59.96,38.19,0.47,360.67,5.16,5.63,NMS,342.985,14691959808,24.62,#N/A,0.17,#N/A,#N/A,#N/A,301.02676,YES
MOS,Agricultural Inputs,Basic Materials,34.7,10.58,3.2,33.1,27.26,30.46,NYQ,26.01,8287774720,37.87,XLB,0.71,S&P 500,#N/A,#N/A,29.48045,NO
MOV,Luxury Goods,Consumer Cyclical,12.2,7.64,7.07,38,95.88,102.95,NYQ,19.4,431099040,40.61,#N/A,2.76,#N/A,#N/A,#N/A,25.186,NO
MPB,Banks - Regional,Financial Services,11.07,9.75,2.56,32.33,6.84,9.4,NGM,30.26,504565184,38.41,#N/A,0.24,#N/A,#N/A,#N/A,23.70305,YES
MPC,Oil & Gas Refining & Marketing,Energy,8.23,15.92,2.08,173.24,10.28,12.36,NYQ,157.09,52475101184,28.18,XLE,0.35,S&P 500,#N/A,#N/A,174.76385,NO
MPLX,Oil & Gas Midstream,Energy,10.66,9.99,7.67,47.28,7.52,15.19,NYQ,43.975,44880003072,16.17,#N/A,1.35,#N/A,#N/A,#N/A,41.2049,YES
MPW,REIT - Healthcare Facilities,Real Estate,0,17.56,6.41,5,5.27,11.68,NYQ,4.7497,2841947136,68.74,#N/A,0.16,#N/A,#N/A,#N/A,4.5665,YES
MPWR,Semiconductors,Technology,104.55,50.55,0.55,980.87,11.14,11.69,NMS,882.56,42934910976,40.78,XLK,0.21,S&P 500,#N/A,#N/A,765.8187,YES
MPX,Recreational Vehicles,Consumer Cyclical,12.71,18.81,5.72,8,-14.94,-9.22,NYQ,9.405,326519968,48.65,#N/A,-0.19,#N/A,#N/A,#N/A,10.31345,NO
MRC,Oil & Gas Equipment & Services,Energy,13.43,11.58,0,15.5,22.82,22.82,NYQ,12.62,1075684608,39.71,#N/A,0.54,#N/A,#N/A,#N/A,12.30705,YES
MRCC,Asset Management,Financial Services,21.82,7.84,11.96,8.13,0.68,12.64,NMS,8.075,174955376,34.17,#N/A,0.37,#N/A,#N/A,#N/A,7.50021,YES
MRCY,Aerospace & Defense,Industrials,0,43.61,0,30.38,-11.81,-11.81,NMS,34.45,2049775104,37.59,#N/A,-0.25,#N/A,#N/A,#N/A,31.8345,YES
MRK,Drug Manufacturers - General,Healthcare,19.71,10.97,2.83,137.28,28.77,31.6,NYQ,106.612,2.69828E+11,20.6,XLV,1.18,S&P 500,DJIA,#N/A,122.76375,NO
MRNA,Biotechnology,Healthcare,0,-6.45,0,96.95,81.55,81.55,NMS,53.4,20526747648,68.04,XLV,1.21,S&P 500,#N/A,Nasdaq 100,102.7105,NO
MRO,Oil & Gas E&P,Energy,10.39,10.94,1.65,31.65,19.01,20.66,NYQ,26.595,14870804480,22.97,XLE,0.62,S&P 500,#N/A,#N/A,26.6475,NO
MRTN,Trucking,Industrials,38.15,38.15,1.48,18,15.16,16.64,NMS,15.63,1273843584,33.31,#N/A,0.5,#N/A,#N/A,#N/A,17.97365,NO
MRVL,Semiconductors,Technology,0,32.58,0.3,92.11,12.8,13.1,NMS,81.66,70751215616,42.4,#N/A,0.28,#N/A,#N/A,Nasdaq 100,69.7568,YES
MS,Capital Markets,Financial Services,17.91,15.08,3.06,112.83,-4.33,-1.27,NYQ,117.94,1.90216E+11,25.79,XLF,-0.06,S&P 500,#N/A,#N/A,95.88495,YES
MSA,Security & Protection Services,Industrials,24.75,20.59,1.18,195,14.3,15.48,NYQ,170.61,6709686272,36.34,#N/A,0.43,#N/A,#N/A,#N/A,180.7831,NO
MSB,Steel,Basic Materials,18.63,0,5.86,0,-100,-94.14,NYQ,25.155,330033600,53.2,#N/A,-2.71,#N/A,#N/A,#N/A,18.6016,YES
MSCI,Financial Data & Stock Exchanges,Financial Services,40.46,35.79,1.05,643.08,6.26,7.31,NYQ,605.18,47571259392,21.5,XLF,0.23,S&P 500,#N/A,#N/A,537.61633,YES
MSEX,Utilities - Regulated Water,Utilities,31.55,27.85,1.98,64.5,-0.77,1.21,NMS,65,1156886656,33.95,#N/A,0.04,#N/A,#N/A,#N/A,56.91645,YES
MSFT,Software - Infrastructure,Technology,35.41,27.44,0.79,495.97,18.79,19.58,NMS,417.535,3.10374E+12,19.72,XLK,0.69,S&P 500,DJIA,Nasdaq 100,418.74875,NO
MSI,Communication Equipment,Technology,55.77,32.89,0.82,442.11,-7.3,-6.48,NYQ,476.9,79556460544,23.56,XLK,-0.25,S&P 500,#N/A,#N/A,376.7636,YES
MSM,Industrial Distribution,Industrials,16.05,16.86,4.04,84.6,2.57,6.61,NYQ,82.48,4630147584,23.61,#N/A,0.19,#N/A,#N/A,#N/A,88.8731,NO
MSTR,Software - Application,Technology,0,-600.2,0,201.97,-8.97,-8.97,NMS,221.88,44959100928,89.85,#N/A,-0.09,#N/A,#N/A,#N/A,131.43573,YES
MTB,Banks - Regional,Financial Services,14.32,11.9,2.73,200.54,3.77,6.5,NYQ,193.26,32297990144,26.94,XLF,0.23,S&P 500,#N/A,#N/A,152.7365,YES
MTCH,Internet Content & Information,Communication Services,16.42,15.17,0,42.36,12.24,12.24,NMS,37.74,9735511040,35.72,XLC,0.3,S&P 500,#N/A,#N/A,34.447674,YES
MTD,Diagnostics & Research,Healthcare,37.35,30.81,0,1403.65,3.22,3.22,NYQ,1359.855,28855033856,#N/A,XLV,0.07,S&P 500,#N/A,#N/A,1345.2302,YES
MTDR,Oil & Gas E&P,Energy,6.56,6.21,1.94,76.4,49.67,51.61,NYQ,51.045,6367488000,36.53,#N/A,1.25,#N/A,#N/A,#N/A,59.0535,NO
MTG,Insurance - Specialty,Financial Services,9.4,9.25,2,26.64,4.76,6.76,NYQ,25.43,6592320512,27.58,#N/A,0.25,#N/A,#N/A,#N/A,21.9306,YES
MTH,Residential Construction,Consumer Cyclical,8.52,8.81,1.47,210.69,8.68,10.15,NYQ,193.87,7025862144,36.53,#N/A,0.24,#N/A,#N/A,#N/A,175.00494,YES
MTN,Resorts & Casinos,Consumer Cyclical,27.66,20.06,5.14,198.4,17.84,22.98,NYQ,168.37,6280507904,35.63,#N/A,0.76,#N/A,#N/A,#N/A,197.6782,NO
MTRN,Other Industrial Metals & Mining,Basic Materials,27.89,15.57,0.51,141.25,35.03,35.54,NYQ,104.605,2170240000,49.32,#N/A,0.72,#N/A,#N/A,#N/A,116.51515,NO
MTSI,Semiconductors,Technology,114.95,34.17,0,117.33,3.1,3.1,NMS,113.805,8215719424,42.79,#N/A,0.06,#N/A,#N/A,#N/A,99.60375,YES
MTW,Farm & Heavy Construction Machinery,Industrials,42.93,9.98,0,13.3,34.62,34.62,NYQ,9.88,346779392,49.56,#N/A,0.64,#N/A,#N/A,#N/A,12.26965,NO
MTZ,Engineering & Construction,Industrials,1166.73,29.24,0,134.14,4.51,4.51,NYQ,128.35,10160884736,36.36,#N/A,0.09,#N/A,#N/A,#N/A,98.09,YES
MU,Semiconductors,Technology,155.15,8.43,0.41,142.03,30.31,30.72,NMS,108.99,1.20667E+11,44.62,XLK,0.67,S&P 500,#N/A,Nasdaq 100,107.28965,YES
MUR,Oil & Gas E&P,Energy,8.67,7.81,3.63,43.65,31.77,35.4,NYQ,33.125,5001149952,33.62,#N/A,0.96,#N/A,#N/A,#N/A,40.1194,NO
MUX,Other Precious Metals & Mining,Basic Materials,5.88,-54.4,0,16.57,52.3,52.3,NYQ,10.88,576482240,53.15,#N/A,0.9,#N/A,#N/A,#N/A,9.2364,YES
MVBF,Banks - Regional,Financial Services,12.51,9.66,3.32,24.67,26.45,29.77,NCM,19.51,252225280,50.53,#N/A,0.59,#N/A,#N/A,#N/A,20.38395,NO
MWA,Specialty Industrial Machinery,Industrials,28.25,21.47,1.14,23.67,5.93,7.07,NYQ,22.345,3478924544,28.58,#N/A,0.22,#N/A,#N/A,#N/A,17.81275,YES
MX,Semiconductors,Technology,0,0.92,0,75.12,1444.57,1444.57,NYQ,4.8635,182173104,52.19,#N/A,30.23,#N/A,#N/A,#N/A,5.34435,NO
MXL,Semiconductors,Technology,0,35.68,0,20.11,40.78,40.78,NMS,14.285,1199324800,56.79,#N/A,0.49,#N/A,#N/A,#N/A,18.0979,NO
MYE,Packaging & Containers,Consumer Cyclical,12.45,8.71,4.13,22,68.32,72.45,NYQ,13.07,486494144,39.15,#N/A,1.97,#N/A,#N/A,#N/A,16.9977,NO
MYGN,Diagnostics & Research,Healthcare,0,90.04,0,30.29,34.56,34.56,NMS,22.51,2044367232,81.69,#N/A,0.56,#N/A,#N/A,#N/A,23.6961,NO
MYRG,Engineering & Construction,Industrials,42.59,22.25,0,128.67,3.72,3.72,NMS,124.05,2053075072,50.03,#N/A,0.07,#N/A,#N/A,#N/A,138.9643,NO
NATR,Packaged Foods,Consumer Defensive,16.33,16.48,0,19.5,51.69,51.69,NCM,12.855,237917760,44.82,#N/A,1.15,#N/A,#N/A,#N/A,16.24075,NO
