Ticker,3/31/14,6/30/14,9/30/14,12/31/14,3/31/15,6/30/15,9/30/15,12/31/15,3/31/16,6/30/16,9/30/16,12/31/16,3/31/17,6/30/17,9/30/17,12/31/17,3/31/18,6/30/18,9/30/18,12/31/18,3/31/19,6/30/19,9/30/19,12/31/19,3/31/20,6/30/20,9/30/20,12/31/20,3/31/21,6/30/21,9/30/21,12/31/21,3/31/22,6/30/22,9/30/22,12/31/22,3/31/23,6/30/23,9/30/23,12/31/23,3/31/24,6/30/24,9/30/24,12/31/24,3/31/25,6/30/25
III,15.8,-2.04,-21,11.05,-5.45,19.8,-18.2,-7.42,8.56,-4.58,6.4,-8.77,-13.46,30.48,-2.19,3.73,0.24,-1.91,16.59,-11.3,-12.03,-15.28,-21.36,1.81,1.58,-19.46,1.93,55.45,34.15,32.95,22.74,6.13,-10.63,-0.73,-29.59,-3.36,10.65,5.3,-18.28,7.53,-14.23,-45.15,-33.79,-22.31,-7.87,6.16
IIIN,-15.07,3.33,5.59,11.4,-11.56,-5.03,-17.94,29.94,38.58,-0.86,26.1,-1.66,1.4,-8.77,-20.81,8.46,-2.44,20.88,7.43,-33.08,-12.87,-0.48,-0.53,5.12,-36.66,24.95,9.98,17.52,42.48,12.35,9.4,2.08,-6.83,-3.64,-25.77,3.73,1.09,11.86,4.31,17.96,-0.18,-0.51,15.39,46.94,69.67,77.92
ILMN,28.66,21.6,-4.2,13.76,-0.55,16.5,-19.5,9.35,-13.07,-15.66,29.08,-29.52,33.27,1.69,14.8,9.68,8.21,18.13,31.43,-18.75,4.18,18.49,-18.16,10.29,-19.03,33.83,-16.72,23.38,4.06,23.29,-16.83,-3.65,-4.35,-47.5,-0.13,5.98,15.01,-19.38,-26.78,1.43,-1.38,-44.33,-11.12,9.95,28.29,40.38
IMAX,-7.29,4.21,-3.58,12.53,9.09,19.46,-16.09,5.18,-12.52,-5.18,-1.73,8.39,8.28,-35.29,2.95,2.21,-17.06,15.36,16.48,-27.09,20.57,-10.93,8.66,-6.92,-55.7,23.87,6.69,50.67,11.54,6.97,-11.72,-6.01,6.11,-10.78,-16.4,3.82,30.83,-11.42,13.71,-22.26,7.66,-1.29,16.16,36.49,34.57,23.75
IMKTA,-13.37,12.74,-8.84,48.04,35.09,-1.06,-6.79,-2.37,-19.17,9.03,1.13,27.66,-12.39,-25.96,-19.56,34.63,-2.17,-6.06,7.7,-22.6,4.19,12.71,24.73,22.92,-32.01,24.25,-9.5,11.65,58.05,-7.61,10.09,33.07,6.06,-5.62,-6.26,21.3,-11.18,-5.11,-9.9,14.66,-11.22,-17.94,-10.07,-1.45,6.55,16.25
IMMR,1.64,20.57,-32.55,10.37,-3.06,38.02,-11.37,3.83,-29.16,-11.14,11.17,30.27,-18.53,4.85,-10.02,-13.59,69.26,29.21,-31.54,-15.23,-5.92,-9.73,0.53,-2.88,-27.86,16.23,13.16,60.14,-15.15,-8.46,-22.01,-16.52,-2.63,-3.96,2.81,28.05,27.17,-20.81,-6.64,6.81,5.95,32.91,42.91,30.42,32.06,28.93
IMNN,-13.37,2.97,-14.7,-21.28,14.59,-11.99,-28.94,14.97,-23.96,-13.01,-3.94,-75.09,-4.9,-49.33,-26.83,78.67,-16.42,31.7,-6.1,-49.1,39.01,-7.14,-15.38,11.04,-47.13,311.44,-80.32,-2.89,94.09,-7.97,-27.21,-41.58,-37.53,-63.64,-8.7,-19.64,-8.15,4.03,-23.88,-30.75,141.18,-10.08,-3.63,-1.28,-14.43,-12.08
IMO,5.25,13.06,-10.28,-8.87,-7.32,-3.16,-18.15,2.88,2.71,-5.51,-0.76,10.98,-12.26,-4.33,9.46,-2.35,-15.04,25.47,-2.65,-21.78,8.1,1.1,-5.93,1.69,-57.42,42.41,-25.48,59.11,27.06,25.72,3.82,14.39,33.85,-2.5,-8.15,12.64,4.25,0.69,20.39,-7.14,20.88,33.41,30.13,27.26,18.46,15.7
INBK,1.2,-9.53,-21.75,3.85,10.93,31.93,30.41,-10.2,-18.54,1.93,-3.06,38.59,-7.81,-4.92,15.15,18.11,-3.01,-7.84,-10.7,-32.87,-5.43,11.43,-0.6,10.74,-30.75,1.22,-11.37,95.11,22.58,-12.06,0.65,50.87,-8.57,-14.39,-8.04,-28.29,-31.43,-10.81,9.16,49.23,43.61,81.95,70.18,44.14,0.07,-16.58
INCY,5.71,5.46,-13.09,49.05,25.37,13.69,5.92,-1.75,-33.18,10.36,17.89,6.34,33.31,-5.81,-7.28,-18.87,-12.02,-19.6,3.1,-7.95,35.26,-1.22,-12.63,17.63,-16.14,41.98,-13.69,-3.08,-6.56,3.52,-18.25,6.72,8.2,-4.34,-12.28,20.53,-10.02,-13.86,-7.2,8.69,-9.27,-2.62,11.32,26.64,33.3,34.77
INDB,0.64,-2.51,-6.93,19.85,2.48,6.88,-1.68,0.91,-1.2,-0.57,18.36,30.25,-7.74,2.54,12,-6.43,2.43,9.57,5.36,-14.88,15.22,-6,-1.97,11.52,-22.68,4.23,-21.93,39.44,15.27,-10.32,0.86,7.07,0.2,-2.77,-6.17,13.28,-22.28,-32.17,10.29,34.06,-20.95,13.95,20.82,24.23,32.75,23.01
INFN,-10.52,9.02,11.1,40.53,31.39,8.42,-5.32,-7.96,-17.34,-28.37,-19.25,-4.07,20.49,4.3,-16.87,-28.64,71.56,-8.56,-26.49,-46.3,10.71,-32.95,92.44,38.93,-33.93,15.95,-2.01,87.84,-7.66,5.03,-22.84,16.32,-8.9,-39.08,-13.58,47.16,15.13,-37.76,-13.46,13.64,26.95,26.09,80.26,53.53,38.21,39.69
INFU,29.72,-4.54,18.49,0.32,-13.97,17.71,-13.48,9.42,16.56,-26.14,6.92,-8.27,-9.8,-23.91,17.14,12.2,26.09,22.41,-8.45,5.85,45.64,-14.17,23.02,61.25,-0.47,35.92,11.09,46.49,8.41,2.11,-37.33,30.7,-42.45,-1.73,-27.41,24.18,-10.71,24.26,0.1,9.34,-18.69,-29.08,1.05,-12.95,-10.95,11.84
INGR,-0.56,10.22,1,11.94,-8.27,2.56,9.4,9.77,11.43,21.18,2.82,-6.09,-3.63,-1.01,1.2,15.88,-7.78,-14.13,-5.19,-12.92,3.6,-12.88,-0.91,13.71,-18.77,9.93,-8.82,3.95,14.3,0.65,-1.65,8.57,-9.82,1.16,-8.67,21.62,3.88,4.15,-7.13,10.29,7.67,8.26,7.21,8.8,8.3,10.46
INN,3.11,14.22,1.7,15.4,13.1,-7.53,-10.3,2.4,0.17,10.61,-0.6,21.81,-0.31,16.71,-14.26,-4.75,-10.64,5.14,-5.45,-28.09,17.27,0.53,1.13,6.38,-65.8,40.52,-12.65,73.94,12.76,-8.17,3.22,1.35,2.05,-27.01,-7.57,7.44,-3.05,-7,-10.91,15.86,-3.12,-7.99,3.27,5.14,8.46,6.64
INO,14.83,-18.84,-8.88,-6.8,-11.11,0,-29.23,16.36,29.61,6.08,0.87,-25.54,-4.61,18.43,-19.13,-34.86,14.04,-16.77,41.84,-28.06,-6.75,-21.18,-30.27,60.98,125.45,262.23,-56.96,-23.71,4.86,-0.11,-22.76,-30.31,-28.06,-51.81,-0.29,-9.57,-47.44,-45.55,-12.88,31.11,126.8,50.80,73.45,59.74,49.17,34.4
INOD,18.78,10.65,-5.28,-4.26,-10.27,0.38,-11.41,22.32,-20.7,8.41,1.22,-1.21,-10.2,-20.45,-14.29,-9.33,-15.44,-13.04,47,2.04,-15.33,-29.13,46.67,-13.64,-29.82,67.25,130.94,71.52,18.87,11.11,36.14,-37.88,18.07,-30.76,-37.6,-1.82,188.03,32.67,-24.71,-4.57,-18.92,30.89,48.1,59.48,54.44,44.42
INSG,-25.74,8.52,92.15,-12.26,49.69,-32.57,-31.85,-24.6,5.99,-14.12,105.92,-22.04,-14.34,-40.19,20.8,6.62,10.56,12.92,91.54,7.79,13.73,1.48,0.21,52.71,-15.01,86.2,-11.03,49.9,-35.36,0.9,-33.99,-12.46,-30.53,-53.33,9.52,-59.3,-30.87,10.51,-34.74,-47.67,27.39,65.63,93.86,93.38,89.31,72.56
INSM,12,4.94,-34.68,18.54,34.45,17.4,-23.96,-2.26,-30.19,-22.18,47.26,-8.88,32.35,-2,81.88,-0.1,-27.77,5.02,-14.5,-35.11,121.57,-11.94,-31.09,35.37,-32.87,71.8,16.7,3.58,2.31,-16.44,-3.23,-1.09,-13.73,-16.09,9.23,-7.24,-14.66,23.75,19.67,22.73,-12.46,217.54,188.73,123.41,57.98,4.84
INTC,0.08,20.73,10.77,9.6,-14.78,-3.06,-7.12,21.42,-7.23,0.92,15.27,-3.92,-0.55,-6.46,12.86,21.22,12.82,-4.55,-4.87,-1.14,14.87,-10.86,6.08,18.31,-12.83,9.8,-13.15,-5.75,37.82,-13.81,-3.02,-5.37,-6.24,-24.46,-29.09,2.56,23.61,2.36,6.31,41.35,-12.1,-7.39,-36.49,-71.6,-68.05,-38.19
INTG,-0.49,3.8,2.09,-9.69,13.57,-2.65,42.06,-7.85,-1.69,1.76,-4.71,10.71,-6.34,0.81,-5.32,-0.89,0.69,11.28,31.05,-8.06,-4.6,-0.11,-2.95,25.84,-22.56,-8.62,17.96,1.15,15.62,17.64,2.51,15.67,1.96,-18.6,21.05,-8.02,-3.25,-21.75,-14.46,-35.62,14.25,-31.51,-8.85,14.14,29.63,36.56
INTT,5.53,-2.99,22.37,-10.71,-3.53,6.34,-3.67,0.71,-7.8,-2.31,4.99,15,39.13,3.91,24.81,4.22,-23.12,9.77,6.16,-20.9,9.62,-28.42,-3.33,27.96,-55.29,26.69,33.53,44.22,81.97,42,-31.54,10.8,-15.64,-36.44,11.88,34.99,101.36,26.62,-42.23,-10.35,-2.57,-62.38,-29.5,6.32,40.19,62.3
INTU,3.41,8.21,7.37,-1.35,15.56,5.42,-7.89,-1.97,5.63,10.01,-2.03,9.05,5.59,9.58,10.06,11.18,10.06,10.53,3.31,2.28,16.33,10.46,-7.14,8.89,-3.77,13.55,2.71,14.79,14.1,28.58,18.12,-11.3,-24.58,8.94,-6.28,-1.13,5.03,15.26,-3.27,27.55,-0.9,26.51,28.43,17.94,12.24,12.33
INTZ,74.24,-20,61.96,-5.37,-32.62,-1.58,-9.09,-35.88,-35.78,-57.14,-30,104.76,-32.56,51.72,-2.27,190.7,-20,63,55.21,46.25,16.22,16.28,-12.6,25.86,-39.09,71.34,153,21.33,32.63,-34.06,-73.65,-15.27,-27.91,57.66,23.27,-34.44,-62.97,4.27,-71.39,-27.51,-40.71,-95.49,-39.77,-9.14,21.04,40.65
INUV,-41.98,16.97,68.73,-13.33,60.08,47.04,-5.23,-6.9,-34.44,-20.9,-9.29,31.5,-22.75,-20.93,-2.45,-18.59,13.33,-15.9,-19.69,72.58,15.89,-66.13,-35.71,9.63,-20.27,126.27,-31.65,24.11,125.17,-5.39,-27.46,-24.29,-7.55,1.02,-17.78,-45.45,31.53,-23.97,-3.6,98.6,-19.76,15.77,8.08,-3.6,-4.82,-6.57
INVA,-13.21,19.44,-42.61,-17.2,11.1,14.95,-60.27,46.8,19.45,-16.36,4.37,-2.64,29.25,-7.45,10.31,0.5,17.48,-17.22,10.43,14.5,-19.6,3.78,-27.61,34.35,-16.95,18.88,-25.25,18.56,-3.55,12.22,24.61,3.23,12.17,-23.72,-21.34,14.13,-15.09,13.16,2.04,23.48,-4.99,28.83,20.22,10.5,1.74,-2.62
INVE,96.28,-2.04,21.14,3.58,-38.23,-31.35,-40.75,-42.98,8.54,-17.13,20.67,47.22,122.01,-25.64,-11.62,-28.02,11.98,3.48,54.01,-39.6,40,1.59,2.73,7.22,-40.07,50.89,22.75,35.78,34.82,48.34,10.82,49.36,-42.54,-28.39,8.29,-42.26,-15.19,36.97,0.36,-2.37,-3.88,-48.87,-27.33,-10.98,0.52,20.1
IONS,8.46,-20.27,12.71,59,3.13,-9.61,-29.77,53.22,-34.6,-42.49,57.32,30.54,-15.95,26.54,-0.33,-0.79,-12.37,-5.47,23.78,4.81,50.15,-20.82,-6.78,0.83,-21.73,24.7,-19.52,19.16,-20.48,-11.28,-15.92,-9.27,21.72,-0.05,19.48,-14.61,-5.37,14.8,10.55,11.53,-14.31,16.16,19.88,16.6,15.88,17.11
IOR,21.84,3.78,-5.71,-4.2,13.68,14.97,10.74,-9.35,1.08,-6.08,5.63,-2.67,19.86,7.43,-3.78,22.53,5.57,14.1,-11.73,-9.45,6.43,13.67,-2.56,4.93,-22.06,7.98,6.58,-4.22,-1.76,15.08,-13.1,7.27,4.1,3.22,-2.65,-3.92,-5.25,0.88,-2.87,20.18,24.93,41.55,33.31,26.75,20.42,16.29
IOSP,-2.14,-4.55,-16.84,18.94,8.64,-2.91,3.26,16.77,-20.16,6.07,32.22,12.65,-5.47,1.24,-5.95,14.52,-2.83,11.59,0.26,-19.53,34.96,9.47,-2.3,16.04,-32.82,11.17,-18.03,43.29,13.18,-11.76,-7.05,7.27,2.45,3.5,-10.56,20.07,-0.18,-2.17,1.75,20.59,4.63,23.05,24.01,24.56,25.21,26.26
IOVA,-10.1,-32.2,11.72,10.07,53.88,-24.28,-37.19,34.03,-34.2,59.45,1.6,-15.55,7.19,-1.34,5.44,3.23,111.25,-24.26,-12.11,-21.33,7.46,157.83,-25.77,52.09,8.15,-8.3,19.93,40.95,-31.77,-17.81,-5.23,-22.59,-12.78,-33.69,-13.22,-33.3,-4.38,15.22,-35.37,78.68,82.29,13.92,22.81,26.68,9.08,14.22
IP,-6.42,10,-5.41,12.23,3.56,-14.24,-20.59,-0.24,8.86,3.27,13.21,10.59,-4.3,11.48,0.37,1.97,-7.78,-2.53,-5.63,-17.88,14.64,-6.38,-3.46,10.11,-32.4,13.11,15.14,22.64,8.75,13.39,-8.79,-15.99,-1.77,-9.36,-24.22,9.24,4.13,-11.79,11.51,1.92,7.94,35.65,26.55,11.38,6.57,1.46
IPAR,1.12,-18.39,-6.94,-0.18,18.83,4.02,-26.88,-3.99,29.72,-7.54,12.95,1.49,11.6,0.27,12.55,5.33,8.52,13.47,20.47,1.74,15.71,-12.36,5.23,3.92,-36.25,3.88,-22.43,61.95,17.26,1.51,3.85,42.97,-17.63,-17.02,3.28,27.91,47.37,-4.93,-0.66,7.2,-2.43,-14.20,-11.32,6.04,24.16,37.02
IPG,-3.16,13.83,-6.1,13.37,6.5,-12.88,-0.73,21.69,-1.42,0.65,-3.25,4.74,4.96,0.12,-15.49,-3.03,14.24,1.78,-2.43,-9.79,1.84,7.52,-4.56,7.14,-29.91,5.99,-2.86,41.09,24.15,11.27,12.87,2.13,-5.34,-22.34,-7.01,30.12,11.8,3.6,-25.71,13.89,-0.03,-24.60,-16.29,-5.6,3.7,8.69
IPGP,-8.41,-3.21,-0.03,8.93,23.73,-8.12,-10.81,17.36,7.76,-16.74,2.94,19.87,22.28,20.22,27.54,15.71,8.99,-5.46,-29.26,-27.41,33.97,1.63,-12.09,6.87,-23.9,45.44,5.97,31.66,-5.74,-0.08,-24.85,8.67,-36.24,-14.24,-10.39,12.23,30.25,10.15,-25.24,6.89,-16.45,-37.87,-77.67,-34.26,1.5,-0.25
IPI,-2.4,8.41,-7.82,-10.16,-16.79,3.38,-53.6,-46.75,-62.37,29.73,-21.53,84.07,-17.31,31.4,92.92,9.17,-23.53,12.64,-12.44,-27.58,45.77,-11.35,-2.68,-17.13,-70.48,23.75,-14.75,186.14,34.82,-2.15,-3.01,38.28,92.23,-44.86,-12.63,-27.04,-4.4,-17.79,10.89,-5.05,-12.68,3.26,0.91,9.21,9.23,10.3
IRBT,15.62,-1.54,-21.86,10.51,-8.13,4.16,-12.46,21.4,0,-1.78,26.49,32.9,13.16,27.22,-8.41,-0.47,-16.31,18.04,45.07,-26.02,44.72,-22.13,-34.18,-13.46,-16.97,89.73,-6.85,4.82,51.56,-24.98,-12.62,-17.41,-3.66,-41.06,50.57,-14.56,-9.33,3.69,-16.24,2.11,-77.36,-79.87,-36.26,-10.53,22.61,42.46
IRDM,20.14,12.65,4.61,10.17,-0.41,-6.39,-32.34,36.75,-6.42,12.83,-8.67,18.37,0.52,14.51,-6.79,14.56,-4.66,43.11,39.75,-18,43.31,-12.03,-8.51,15.79,-9.37,13.93,0.55,53.73,4.9,-3.05,-0.35,3.61,-2.35,-6.85,18.13,15.84,20.49,0.31,-26.77,-9.52,-36.44,-57.15,-34.8,-12.48,13.35,30.02
IRIX,-11.27,-3.55,-13.84,20.76,24.27,-23.18,-10.34,26.05,8.07,54.48,-6.58,-2.97,-15.58,-16.68,-5.26,-18.68,-24.93,21.68,-8.76,-29.92,2.47,-0.22,-61.1,32.77,-24.26,9.55,-2.56,32.11,186.06,-0.84,5.48,-18.64,-23.73,-47,-2.43,-16.6,1,6.9,17.05,10.63,6.05,-0.46,0.76,0.89,5.41,13.84
IRM,-9.16,28.58,-7.9,18.41,-5.64,-15.02,0.06,-12.93,25.55,17.46,-5.77,-13.46,9.82,-3.67,13.21,-3.01,-12.91,6.54,-1.4,-6.11,9.41,-11.73,3.48,-1.61,-25.32,9.66,2.64,10.04,25.54,14.35,2.67,20.44,5.89,-12.13,-9.69,13.37,6.14,7.39,4.63,17.71,14.62,57.73,32.06,15.5,2.22,-8.38
IROQ,-2.63,1.41,1.52,1.02,-0.95,-1.31,3.69,7.93,0.11,-0.97,1.64,-0.75,7.57,-2.01,-0.51,1.35,1.72,19.5,-3.56,-12.71,-0.94,4.92,0.43,9.62,-30.5,7.81,-10.32,42.4,-2.32,5.95,-0.48,14.54,-9,-19.66,-0.16,-9.07,-9.91,-7.08,3.12,7.66,3.74,12.05,14.53,13.87,10.73,5.62
IRWD,6.12,24.43,-15.46,18.21,4.44,-24.63,-13.6,11.23,-5.61,19.56,21.41,-3.72,11.58,10.67,-16.47,-4.95,2.94,23.91,-3.45,-43.88,30.6,-19.14,-21.53,55.04,-24.19,2.28,-12.84,26.63,-1.84,15.12,1.48,-10.72,7.89,-8.35,-10.15,19.59,-15.09,1.14,-9.49,18.8,-23.86,-38.72,-26.72,-29.88,9.36,16.89
ISDR,19.3,-11.96,-14.08,1.93,-2.57,-8.36,1.5,-28.57,-4.31,16.76,9.1,27.3,19.44,20.19,3.17,37.66,-7.36,17,-23.08,-25.82,8.99,-9.46,-7.68,13.06,-23.87,14.04,95.86,-11.92,25.24,23.67,-3.58,12.62,0.95,-14.36,-20.27,23.35,-16.03,-10.63,0.05,-3.56,-28.74,-58.25,-20.15,31.14,38.48,34.58
ISRG,14.04,-5.98,12.14,14.53,-4.52,-4.06,-5.21,18.92,10.05,10.04,9.59,-12.51,20.86,22.04,11.81,4.68,13.12,15.9,19.96,-16.56,19.14,-8.07,2.93,9.49,-16.23,15.07,24.52,15.3,-9.68,24.45,8.1,8.42,-16.04,-33.47,-6.61,41.57,-3.72,33.85,-14.52,15.42,18.3,30.10,21.53,22.85,23.52,28.05
ISSC,3.29,-1.2,-29.91,-39.02,19.5,-13.16,-17.88,1.85,-4.71,7.22,13.12,4.39,-9.31,45.7,-17.27,-19.23,20.07,-17.62,-12.65,-11.02,33.19,69.44,-7.84,24.26,-45.38,56.74,36.8,-4.68,-3.07,-0.79,11.96,-6.55,22.87,-10.67,19.86,-4.75,-10.71,-2.32,6,12.24,-14.19,-16.32,-2.61,0.86,8.98,16.72
IT,-2.27,1.56,4.18,14.62,-0.43,2.3,-2.16,8.07,-1.49,9.02,-9.2,14.27,6.85,14.37,0.73,-1.01,-4.49,12.99,19.26,-19.34,18.65,6.1,-11.15,7.77,-35.39,21.85,2.98,28.2,13.96,32.68,25.47,10.02,-11.03,-18.7,14.42,21.49,-3.09,7.53,-1.91,31.29,5.67,28.19,25.44,21.33,13.36,13.8
ITGR,2.4,10.55,-12.14,11.71,16.56,-5.68,9.21,-10.15,-33.49,-8.36,-32.22,35.78,36.5,7.59,18.27,-11.44,24.83,14.32,28.31,-8.34,-0.8,11.27,-10.99,7.67,-35.53,39.4,-20.09,40.56,11.93,4.91,-3.38,-7.09,-3.58,-12.76,-13.57,10.01,13.2,14.34,-11.49,26.33,17.76,30.67,19.58,4.29,-3.89,-4.39
ITI,-5.71,-14.14,2.94,-2,6.12,-2.75,38.98,-12.6,13.49,17.21,27.27,0,49.45,14.34,6.91,4.81,-28.84,-2.42,11.16,-30.67,11.8,23.98,11.12,-13.14,-35.87,48.59,-13.77,37.8,9.2,7.78,-20.6,-24.24,-25.5,-3.02,2.77,4.71,50.8,-15.57,4.55,25.6,-5,9.34,7.38,2.18,6.57,9.68
ITIC,-6.27,-11.23,8.64,-0.41,1.56,-4.25,1.28,39.28,-8.93,4.59,4.46,58.97,-0.02,22.31,-7.43,10.77,0.78,-7.62,-9.08,5.23,-10.63,5.76,-4.13,-0.56,-19.6,-5.22,7.2,17.64,8.5,5.2,4.56,7.97,3.07,-22.79,-10.13,4.65,2.34,-3.31,1.43,9.49,0.65,23.38,21.45,21.57,22.18,18.44
ITP,-9.38,-10.79,-36.28,-19.47,67.69,-11.57,-2.26,-7.29,-17.19,-14.47,0,10.48,-14.93,5,-20.86,57.32,-8.53,-15.25,-17,-23.8,58.1,-29.5,-1.49,35.35,-34.04,-2.42,-18.91,13.43,18.67,-28.74,-17.85,-40.51,-3.22,-46.63,-34.51,-40.87,-18.48,25.33,-16.6,-20.92,-16.13,-50.21,-34.47,50.9,98.51,108.69
ITRI,-14.22,14.1,-3.06,7.58,-13.67,-5.67,-7.35,13.38,15.31,3.31,29.37,12.72,-3.42,11.61,14.32,-11.94,4.91,-16.07,6.91,-26.34,-1.35,34.13,18.2,13.51,-33.5,18.66,-8.32,57.89,-7.56,12.78,-24.35,-9.4,-23.12,-6.17,-14.81,20.28,9.48,30.03,-15.98,24.65,22.53,37.25,28.32,17.08,11.68,17.84
ITRN,15.25,-2.37,-13.14,4.21,-0.18,13.32,-17.61,-7.84,3.8,15.47,16.62,0.15,16.42,1.46,15.18,-5.13,-9.06,-2.41,13.34,-6.8,6.52,-11.89,-17.61,1.37,-43.45,12.74,-13.11,36.85,11.44,28.31,-6.79,5.04,-13.69,6.39,-4.7,-9.47,3.08,7.16,28.11,-8.9,2.64,5.57,-3.51,-10.37,-10.22,-4.67
ITT,-1.52,12.49,-6.57,-9.97,-1.36,4.84,-20.1,8.64,1.57,-13.31,12.07,7.62,6.35,-2.05,10.18,20.56,-8.23,6.72,17.2,-21.2,20.16,12.9,-6.55,20.79,-38.63,29.5,0.53,30.43,18.03,3.27,-7.46,17.62,-25.58,-11.24,-3.2,24.12,6.41,8.01,5.04,21.87,14,38.59,21.38,7.81,-5.44,-9.22
ITW,-3.27,7.66,-3.59,12.18,2.58,-5.51,-10.33,12.6,10.53,1.68,15.05,2.19,8.17,8.14,3.29,12.77,-6.11,-11.57,1.86,-10.23,13.29,5.07,3.77,14.79,-20.88,23.03,10.5,5.52,8.65,0.92,-7.57,19.44,-15.15,-12.97,-0.88,21.95,10.51,2.76,-7.93,13.73,2.44,-5.28,-7.02,-1.74,2.39,10.72
IVAC,18.84,-7.7,-18.16,10.64,-16.94,-3.75,-16.44,-4.46,-4.67,27.84,2.79,44.92,46.2,-11.2,-23.87,-18.93,0.73,-29.71,7.22,-1.73,19.96,-21.04,7.23,29.29,-35.62,25,1.67,31.33,12.9,-19.16,-27.81,-0.84,14.65,-10.37,-3.93,39.14,13.29,-48.84,-17.07,38.91,-11.11,2.93,18.51,30.39,38.51,34.07
IVDA,0,-24.57,-5.3,-8,-39.13,0,-35.71,44.44,-23.08,-12,,,,,,,,,,,,,,,,,6.45,12.12,67.57,-4.84,35.59,175,-67.73,-76.76,-50.76,-14.62,139.64,-18.05,-21.38,-26.02,41.8,-53.39,-16.44,19.2,28.84,17.41
IVR,12.19,5.4,-9.45,-1.65,0.45,-7.79,-14.53,1.23,-1.69,12.4,11.25,-4.14,5.62,8.37,2.51,4.09,-8.13,-2.93,-0.5,-8.47,9.12,2.03,-5.02,8.75,-79.52,9.68,-27.54,24.72,18.64,-2.74,-19.23,-11.75,-17.99,-35.61,-24.39,14.68,-12.88,3.43,-12.73,-11.49,9.26,-18.31,-11.9,-12.92,-15.19,-11.23
IVZ,1.65,2.03,4.58,0.1,0.43,-5.54,-16.7,7.2,-8.09,-17,22.44,-2.97,0.96,14.89,-0.43,4.28,-12.4,-17.03,-13.86,-26.84,15.35,5.96,-17.2,6.14,-49.5,18.5,6.04,52.76,44.69,5.99,-9.8,-4.52,0.17,-30.05,-15.07,31.31,-8.84,2.5,-13.62,22.87,-7.01,-11.01,-31.02,-39.83,-41.75,-35.04
IX,-20.91,17.84,-16.91,-9.38,12.49,5.94,-12.87,8.18,1.64,-10.48,16.04,4.95,-4.5,4.84,3.86,4.74,5.99,-12.07,2.56,-11.7,0.45,4.19,0.36,10.99,-29.15,4.23,1.57,23.59,9.65,-0.15,11.65,7.68,-1.9,-15.71,-16.03,13.94,1.94,11.12,2.93,-0.52,18,20.65,20.4,13.64,8.33,5.73
J,2.25,-15.16,-7.23,-10.31,-0.63,-4.63,-11.44,12.17,4.31,13.67,3.98,10.21,-3.02,-1.61,7.13,13.2,-10.32,7.34,20.49,-24.73,30.58,12.24,7.47,-1.27,-16.37,10.18,14.23,15.62,19.26,2.14,1.45,3.39,0.25,-9.44,-14.17,10.67,-2.13,1.17,14.81,-4.91,18.44,17.51,16.42,18.59,11.05,11
JACK,10.61,7.63,8.64,25.79,16.04,-8.84,-8.87,-9.67,-5.5,26.18,11.75,12.95,-8.79,-1.47,4.65,-6.8,-7.77,-0.43,-3.9,-3.21,-2.99,3.33,11.21,-10.56,-44.34,63.51,8.98,24.07,15.25,-3.03,-10.55,-15.28,9.13,-35.23,24.3,0.86,17.05,8.27,-27.06,12.93,-23.64,-47.86,-46.81,-20.26,8.09,25.6
JAKK,7.44,7.2,-8.27,-4.23,0.59,44.59,-13.85,-6.57,-6.53,6.32,9.23,-40.39,6.8,-27.27,-25,-21.67,-10.64,55.95,-22.14,-42.35,-31.29,-30.69,22.14,20.47,-66.12,134.96,-53.66,31.05,43.17,54.28,8,-14.48,38.09,-9.76,52.69,-9.52,-1.09,15.43,-6.91,91.23,-30.52,-10.32,0.93,-21.53,-13.42,-10.21
JAZZ,9.58,6.01,9.22,1.97,5.53,1.9,-24.57,5.84,-7.12,8.24,-14.03,-10.25,33.11,7.15,-5.95,-7.93,12.14,14.11,-2.42,-26.27,15.32,-0.27,-10.12,16.5,-33.19,10.63,29.23,15.75,-0.41,8.07,-26.7,-2.16,22.19,0.22,-14.56,19.52,-8.15,-15.28,4.41,-4.98,-2.1,-13.91,28.19,48.4,52.99,54.55
JBHT,-6.96,2.59,0.37,13.77,1.36,-3.87,-13.02,2.75,14.83,-3.93,0.26,19.63,-5.49,-0.39,21.56,3.51,1.89,3.76,-2.15,-21.78,8.87,-9.75,21.05,5.54,-21.02,30.48,5.02,8.13,22.99,-3.05,2.62,22.23,-1.77,-21.57,-0.67,11.47,0.63,3.17,4.14,5.95,-0.25,-11.62,-7.18,-0.32,-2.61,1.07
JBL,-8.68,1.67,14.67,-3.85,5.88,11.83,-21.25,32.25,-18.52,-8.49,11.06,-0.19,20.61,17.29,4.78,-7.97,-6.1,4.39,4.53,-15.53,13.74,-13.42,17.16,34.81,-17.48,-6.65,14.14,11.92,12.95,30.76,9.44,-5.37,-1.11,6.42,-1.98,19.72,15.02,7.82,27.82,0.79,24.95,32.82,14.33,18.64,11.06,5.27
JBSS,-10.19,15.87,22.88,47.92,-14.4,32.65,-1.99,2.34,23.95,-36.98,21.77,35.35,3.23,-13.72,6.89,-4.47,-9.44,30.74,-6.09,-20.37,26.14,11.25,21.26,-4.81,-16,7.31,-10.68,6.54,13.32,-0.79,-8.51,10.44,-8.41,-11.39,5.38,7.07,17.62,24.07,-16.45,5.92,0.27,-18.81,-5.96,4.45,10.2,23.23
