Ticker,Name,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MAV,Price Above 200 MAV
JNJ,Johnson & Johnson,Drug Manufacturers - General,Healthcare,25.02,15.43,2.99,172.09,4.06,7.05,NYQ,165.37,"398,085,259,264",18.68,XLV,0.38,S&P 500,DJIA,,155.48495,YES
JNPR,"Juniper Networks, Inc.",Communication Equipment,Technology,54.87,20.18,2.26,39.81,2.19,4.45,NYQ,38.955,"12,822,545,408",27.24,,0.16,S&P 500,,,35.8986,YES
JPM,JPMorgan Chase & Co.,Banks - Diversified,Financial Services,11.76,12.44,2.41,216.13,2.51,4.92,NYQ,210.84,"599,475,159,040",24.66,XLF,0.20,S&P 500,DJIA,,191.9342,YES
JWN,"Nordstrom, Inc.",Department Stores,Consumer Cyclical,13.18,11.52,3.37,21.1,-7.50,-4.13,NYQ,22.81,"3,745,652,992",28.81,,-0.14,,,,20.14665,YES
K,Kellanova,Packaged Foods,Consumer Defensive,32.10,87.57,2.83,15.54,-80.71,-77.88,NYQ,80.56,"27,711,809,536",8.64,XLP,-9.01,S&P 500,,,60.3517,YES
KAI,Kadant Inc.,Specialty Industrial Machinery,Industrials,34.76,31.63,0.40,330,-2.42,-2.02,NYQ,338.17,"3,971,671,552",28.65,,-0.07,,,,297.98386,YES
KALU,Kaiser Aluminum Corporation,Aluminum,Basic Materials,28.47,10.08,4.39,78,10.03,14.42,NMS,70.89,"1,140,414,464",36.36,,0.40,,,,79.02315,NO
KAR,"OPENLANE, Inc.",Auto & Truck Dealerships,Consumer Cyclical,211.31,18.18,0.00,20.4,20.67,20.67,NYQ,16.905,"1,836,204,288",61.37,,0.34,,,,16.27765,YES
KBH,KB Home,Residential Construction,Consumer Cyclical,11.73,10.02,1.15,76.92,-13.23,-12.08,NYQ,88.65,"6,666,817,024",43.72,,-0.28,,,,69.09225,YES
KBR,"KBR, Inc.",Engineering & Construction,Industrials,43.37,16.15,0.97,79,24.76,25.73,NYQ,63.32,"8,422,065,152",29.5,,0.87,,,,61.32935,YES
KDP,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,Consumer Defensive,24.00,18.08,2.45,37.07,-0.98,1.47,NMS,37.435,"50,765,230,080",18.64,XLP,0.08,S&P 500,,Nasdaq 100,32.8437,YES
KEX,Kirby Corporation,Marine Shipping,Industrials,26.90,18.50,0.00,137.29,8.34,8.34,NYQ,126.72,"7,337,088,000",28.03,,0.30,,,,101.8429,YES
KEY,KeyCorp,Banks - Regional,Financial Services,22.82,11.26,4.94,17.57,1.30,6.24,NYQ,17.345,"16,098,170,880",32.81,,0.19,S&P 500,,,14.768,YES
KEYS,"Keysight Technologies, Inc.",Scientific & Technical Instruments,Technology,29.84,22.27,0.00,169.11,8.97,8.97,NYQ,155.19,"26,926,934,016",28.57,XLK,0.31,S&P 500,,,147.4677,YES
KFRC,Kforce Inc.,Staffing & Employment Services,Industrials,23.52,19.23,2.43,68.75,8.66,11.09,NYQ,63.27,"1,226,109,312",28.82,,0.38,,,,65.75095,NO
KFY,Korn Ferry,Staffing & Employment Services,Industrials,21.47,14.03,1.91,76.75,1.84,3.75,NYQ,75.365,"3,919,778,816",38.98,,0.10,,,,63.82045,YES
KGC,Kinross Gold Corporation,Gold,Basic Materials,23.21,13.08,1.30,10.68,15.02,16.32,NYQ,9.285,"11,438,934,016",44.99,,0.36,,,,7.02565,YES
KHC,The Kraft Heinz Company,Packaged Foods,Consumer Defensive,22.43,11.07,4.55,37.83,8.10,12.65,NMS,34.995,"42,311,753,728",20.91,XLP,0.61,S&P 500,,Nasdaq 100,35.5684,NO
KIM,Kimco Realty Corporation,REIT - Retail,Real Estate,42.93,34.09,4.08,24.19,4.36,8.44,NYQ,23.18,"15,625,916,416",25.06,XLRE,0.34,S&P 500,,,20.22535,YES
KINS,"Kingstone Companies, Inc.",Insurance - Property & Casualty,Financial Services,20.13,7.55,0.00,10.5,15.89,15.89,NCM,9.06,"104,239,832",94.6,,0.17,,,,4.773105,YES
KIRK,"Kirkland's, Inc.",Home Improvement Retail,Consumer Cyclical,0.00,-2.12,0.00,4.5,135.60,135.60,NMS,1.91,"25,043,156",65.63,,2.07,,,,2.24435,NO
KKR,KKR & Co. Inc.,Asset Management,Financial Services,31.51,21.86,0.54,138.93,4.72,5.26,NYQ,132.67,"122,322,796,544",34.46,XLF,0.15,S&P 500,,,100.70065,YES
KLAC,KLA Corporation,Semiconductor Equipment & Materials,Technology,38.04,23.08,0.79,852.67,10.32,11.11,NMS,772.88,"103,894,384,640",41.65,XLK,0.27,S&P 500,,Nasdaq 100,705.2687,YES
KLIC,"Kulicke and Soffa Industries, Inc.",Semiconductor Equipment & Materials,Technology,0.00,22.09,1.96,51.25,20.45,22.41,NMS,42.55,"2,323,731,456",39.08,,0.57,,,,47.8678,NO
KMB,Kimberly-Clark Corporation,Household & Personal Products,Consumer Defensive,20.80,18.40,3.46,149.07,6.02,9.48,NYQ,140.605,"47,356,325,888",18.74,XLP,0.51,S&P 500,,,131.34634,YES
KMI,"Kinder Morgan, Inc.",Oil & Gas Midstream,Energy,19.86,17.18,5.32,22.5,3.95,9.27,NYQ,21.645,"48,051,310,592",19,XLE,0.49,S&P 500,,,18.95955,YES
KMPR,Kemper Corporation,Insurance - Property & Casualty,Financial Services,77.33,10.17,2.04,76.6,26.99,29.03,NYQ,60.32,"3,886,218,496",93.06,,0.31,,,,57.99205,YES
KMT,Kennametal Inc.,Tools & Accessories,Industrials,19.04,15.08,3.10,25.57,-1.99,1.11,NYQ,26.09,"2,033,185,792",30.76,,0.04,,,,24.70135,YES
KMX,"CarMax, Inc.",Auto & Truck Dealerships,Consumer Cyclical,30.31,20.78,0.00,77.8,0.67,0.67,NYQ,77.285,"12,062,566,400",48.7,XLY,0.01,S&P 500,,,75.23005,YES
KNX,Knight-Swift Transportation Holdings Inc.,Trucking,Industrials,130.40,21.82,1.21,56.31,5.32,6.53,NYQ,53.465,"8,654,058,496",35.88,,0.18,,,,52.79535,YES
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,Consumer Defensive,28.76,23.27,2.70,71.51,1.06,3.76,NYQ,70.76,"304,923,312,128",16.75,XLP,0.22,S&P 500,DJIA,,62.7467,YES
KOP,Koppers Holdings Inc.,Specialty Chemicals,Basic Materials,10.33,8.35,0.76,64.67,72.48,73.24,NYQ,37.495,"769,371,136",59.89,,1.22,,,,45.64945,NO
KOPN,Kopin Corporation,Electronic Components,Technology,0.00,-11.82,0.00,2.63,179.10,179.10,NCM,0.9423,"108,748,960",129.88,,1.38,,,,1.41625,NO
KOS,Kosmos Energy Ltd.,Oil & Gas E&P,Energy,8.11,4.82,0.00,8.05,83.73,83.73,NYQ,4.3814,"2,067,219,072",56.26,,1.49,,,,5.7243,NO
KR,The Kroger Co.,Grocery Stores,Consumer Defensive,14.42,12.11,2.34,58.81,6.75,9.09,NYQ,55.0903,"39,830,286,336",23.41,XLP,0.39,S&P 500,,,51.38965,YES
KRC,Kilroy Realty Corporation,REIT - Office,Real Estate,24.30,30.70,5.40,39,-4.46,0.94,NYQ,40.82,"4,839,232,512",33.07,,0.03,,,,35.39235,YES
KRG,Kite Realty Group Trust,REIT - Retail,Real Estate,0.00,77.74,3.89,28.78,8.89,12.78,NYQ,26.43,"5,903,748,096",27.34,,0.47,,,,22.4192,YES
KRMD,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,Healthcare,0.00,-28.78,0.00,3.6,39.00,39.00,NCM,2.59,"118,765,224",85,,0.46,,,,2.29205,YES
KRNY,Kearny Financial Corp.,Banks - Regional,Financial Services,0.00,10.26,6.37,7.25,0.97,7.34,NMS,7.18,"463,682,240",44.24,,0.17,,,,6.65885,YES
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,Basic Materials,1144.00,12.04,1.79,11.67,2.01,3.80,NYQ,11.44,"1,316,011,776",48.44,,0.08,,,,11.0913,YES
KSS,Kohl's Corporation,Department Stores,Consumer Cyclical,7.32,9.14,10.54,19.96,7.00,17.54,NYQ,18.655,"2,075,144,960",50.47,,0.35,,,,24.2001,NO
KTOS,"Kratos Defense & Security Solutions, Inc.",Aerospace & Defense,Industrials,324.86,39.21,0.00,24,5.54,5.54,NMS,22.74,"3,433,717,504",45.98,,0.12,,,,19.74025,YES
KVUE,Kenvue Inc.,Household & Personal Products,Consumer Defensive,40.32,18.69,3.54,22.15,-3.63,-0.09,NYQ,22.985,"44,020,183,040",27.12,XLP,0.00,S&P 500,,,20.09485,YES
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate Services,Real Estate,0.00,-10.42,4.29,8.4,-24.63,-20.34,NYQ,11.145,"1,531,456,768",42.18,,-0.48,,,,10.12485,YES
KWR,Quaker Chemical Corporation,Specialty Chemicals,Basic Materials,24.97,17.97,1.15,199,15.84,16.99,NYQ,171.785,"3,077,047,296",47.74,,0.36,,,,186.34116,NO
LAB,Standard BioTools Inc.,Medical Devices,Healthcare,0.00,-9.61,0.00,3.17,49.88,49.88,NMS,2.115,"783,134,848",67.64,,0.74,,,,2.27655,NO
LAD,"Lithia Motors, Inc.",Auto & Truck Dealerships,Consumer Cyclical,9.78,8.94,0.74,335.31,10.82,11.56,NYQ,302.56,"8,090,424,320",38.96,,0.30,,,,279.07425,YES
LAKE,"Lakeland Industries, Inc.",Apparel Manufacturing,Consumer Cyclical,77.38,10.99,0.60,27,34.19,34.79,NGM,20.12,"148,819,600",51.56,,0.67,,,,19.2031,YES
LAMR,Lamar Advertising Company,REIT - Specialty,Real Estate,26.76,22.64,4.28,129,-2.01,2.27,NMS,131.65,"13,468,057,600",24.97,,0.09,,,,114.45215,YES
LANC,Lancaster Colony Corporation,Packaged Foods,Consumer Defensive,31.37,25.15,2.01,191.75,6.32,8.33,NMS,180.36,"4,964,769,792",22.17,,0.38,,,,186.59724,NO
LAZ,"Lazard, Inc.",Capital Markets,Financial Services,31.18,12.88,4.02,51.75,2.48,6.50,NYQ,50.5,"4,553,560,064",27.72,,0.23,,,,40.33035,YES
LBTYA,Liberty Global Ltd.,Telecom Services,Communication Services,0.00,-8.02,0.00,23.79,15.01,15.01,NMS,20.685,"7,643,107,328",34.18,,0.44,,,,17.8825,YES
LCII,LCI Industries,Recreational Vehicles,Consumer Cyclical,25.90,17.16,3.50,115.5,-6.52,-3.02,NYQ,123.555,"3,145,982,208",35.67,,-0.08,,,,113.4303,YES
LCNB,LCNB Corp.,Banks - Regional,Financial Services,30.13,13.06,5.67,16,2.11,7.78,NCM,15.6701,"221,766,400",43.44,,0.18,,,,14.7191,YES
LCUT,"Lifetime Brands, Inc.","Furnishings, Fixtures & Appliances",Consumer Cyclical,0.00,7.36,2.56,12.33,82.13,84.69,NMS,6.77,"150,008,976",53.88,,1.57,,,,8.555,NO
LDOS,"Leidos Holdings, Inc.",Information Technology Services,Technology,49.02,16.36,0.99,169.41,8.67,9.66,NYQ,155.89,"21,000,564,736",29.78,,0.32,S&P 500,,,133.29214,YES
LEA,Lear Corporation,Auto Parts,Consumer Cyclical,11.80,7.10,2.87,151.1,36.94,39.81,NYQ,110.3425,"6,207,504,896",33.69,,1.18,,,,127.8391,NO
LECO,"Lincoln Electric Holdings, Inc.",Tools & Accessories,Industrials,21.17,19.57,1.56,218.67,16.86,18.42,NMS,187.12,"10,605,081,600",32.67,,0.56,,,,215.41425,NO
LEG,"Leggett & Platt, Incorporated","Furnishings, Fixtures & Appliances",Consumer Cyclical,0.00,10.82,1.52,12.33,-9.54,-8.02,NYQ,13.63,"1,828,682,624",50.1,,-0.16,,,,17.13765,NO
LEN,Lennar Corporation,Residential Construction,Consumer Cyclical,13.01,11.82,1.06,185.53,-2.83,-1.77,NYQ,190.935,"51,903,389,696",43.26,XLY,-0.04,S&P 500,,,159.17635,YES
LEU,Centrus Energy Corp.,Uranium,Energy,7.29,14.12,0.00,67,62.46,62.46,ASE,41.24,"671,383,104",61.12,,1.02,,,,44.4915,NO
LFUS,"Littelfuse, Inc.",Electronic Components,Technology,33.74,23.32,1.11,293.75,12.06,13.17,NMS,262.14,"6,498,005,504",35.83,,0.37,,,,248.8003,YES
LGND,Ligand Pharmaceuticals Incorporated,Biotechnology,Healthcare,45.17,16.84,0.00,124,17.81,17.81,NGM,105.25,"1,922,812,288",43.62,,0.41,,,,82.3937,YES
LH,Labcorp Holdings Inc.,Diagnostics & Research,Healthcare,41.77,14.22,1.27,255.29,13.38,14.65,NYQ,225.165,"18,905,595,904",28.61,XLV,0.51,S&P 500,,,214.83455,YES
LHX,"L3Harris Technologies, Inc.",Aerospace & Defense,Industrials,36.96,16.20,2.02,252.3,9.21,11.23,NYQ,231.025,"43,826,593,792",22.64,XLI,0.50,S&P 500,,,217.0937,YES
LII,Lennox International Inc.,Building Products & Equipment,Industrials,33.94,26.60,0.76,588.15,-3.78,-3.02,NYQ,611.25,"21,781,344,256",29.87,,-0.10,,,,495.1739,YES
LIN,Linde plc,Specialty Chemicals,Basic Materials,35.94,27.57,1.19,490.99,4.13,5.32,NMS,471.51,"225,147,453,440",19.22,XLB,0.28,S&P 500,,Nasdaq 100,438.47144,YES
LINC,Lincoln Educational Services Corporation,Education & Training Services,Consumer Defensive,50.44,20.34,0.00,16,26.88,26.88,NMS,12.61,"396,898,464",43.72,,0.61,,,,10.86165,YES
LKFN,Lakeland Financial Corporation,Banks - Regional,Financial Services,17.69,19.70,2.83,70,0.92,3.75,NMS,69.36,"1,769,200,256",45.09,,0.08,,,,63.44245,YES
LKQ,LKQ Corporation,Auto Parts,Consumer Cyclical,14.81,10.42,2.94,55.03,35.08,38.02,NMS,40.74,"10,725,050,368",33.44,XLY,1.14,S&P 500,,,45.45405,NO
LLY,Eli Lilly and Company,Drug Manufacturers - General,Healthcare,112.25,39.69,0.57,1003.35,9.81,10.38,NYQ,913.715,"822,732,783,616",31.65,XLV,0.33,S&P 500,,,778.5115,YES
LMAT,"LeMaitre Vascular, Inc.",Medical Instruments & Supplies,Healthcare,53.87,43.88,0.72,95.75,6.44,7.16,NGM,89.96,"2,021,293,184",36.74,,0.19,,,,71.60625,YES
LMNR,Limoneira Company,Farm Products,Consumer Defensive,87.65,118.13,1.12,25.33,-6.77,-5.65,NMS,27.17,"490,470,112",38.73,,-0.15,,,,20.2199,YES
LMT,Lockheed Martin Corporation,Aerospace & Defense,Industrials,20.55,19.84,2.23,546.96,-3.37,-1.14,NYQ,566.04,"134,882,025,472",19.12,XLI,-0.06,S&P 500,,,472.8107,YES
LNC,Lincoln National Corporation,Insurance - Life,Financial Services,3.34,4.22,5.94,33.2,4.44,10.38,NYQ,31.79,"5,410,562,560",29.55,,0.35,,,,29.2734,YES
LNG,"Cheniere Energy, Inc.",Oil & Gas Midstream,Energy,9.61,16.86,0.97,205.61,13.22,14.19,NYQ,181.61,"41,093,439,488",23.93,,0.59,,,,166.76485,YES
LNN,Lindsay Corporation,Farm & Heavy Construction Machinery,Industrials,19.11,22.33,1.15,132,4.98,6.13,NYQ,125.74,"1,368,818,176",41.2,,0.15,,,,120.7224,YES
LNT,Alliant Energy Corporation,Utilities - Regulated Electric,Utilities,24.35,18.30,3.18,59.23,-0.72,2.46,NMS,59.66,"15,304,073,216",21.76,XLU,0.11,S&P 500,,,51.6833,YES
LNW,"Light & Wonder, Inc.",Gambling,Consumer Cyclical,33.92,19.63,0.00,112.78,0.45,0.45,NMS,112.28,"9,961,953,280",31.8,,0.01,,,,95.64365,YES
LOGI,Logitech International S.A.,Computer Hardware,Technology,19.79,18.89,1.50,97.62,12.13,13.63,NMS,87.06,"13,339,680,768",23.78,,0.57,,,,89.75255,NO
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,Consumer Defensive,19.09,16.02,0.00,165.67,17.78,17.78,NMS,140.665,"4,143,624,960",32.99,,0.54,,,,137.6422,YES
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,Consumer Cyclical,21.54,20.51,1.79,256.25,-1.68,0.11,NYQ,260.64,"147,943,358,464",24.76,XLY,0.00,S&P 500,,,230.54996,YES
LPL,"LG Display Co., Ltd.",Consumer Electronics,Technology,0.00,-13.37,0.00,3.7,-7.73,-7.73,NYQ,4.01,"4,124,285,184",116.29,,-0.07,,,,4.22025,NO
LPLA,LPL Financial Holdings Inc.,Capital Markets,Financial Services,17.08,11.23,0.57,280.31,27.81,28.38,NMS,219.315,"16,402,606,080",40.55,,0.70,,,,247.77435,NO
LPSN,"LivePerson, Inc.",Software - Application,Technology,0.00,-1.49,0.00,1.1,4.21,4.21,NMS,1.0556,"93,969,192",173.8,,0.02,,,,1.555,NO
LPX,Louisiana-Pacific Corporation,Building Products & Equipment,Industrials,16.97,19.91,1.02,103.33,-0.97,0.05,NYQ,104.34,"7,332,587,520",33.76,,0.00,,,,80.8747,YES
LQDT,"Liquidity Services, Inc.",Internet Retail,Consumer Cyclical,37.61,19.43,0.00,27.5,17.92,17.92,NMS,23.32,"712,015,552",38.18,,0.47,,,,18.9577,YES
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,Technology,27.28,17.35,1.22,1021.16,28.81,30.03,NMS,792.75,"102,835,814,400",43.93,XLK,0.68,S&P 500,,Nasdaq 100,891.50287,NO
LRN,"Stride, Inc.",Education & Training Services,Consumer Defensive,17.96,14.83,0.00,86,2.11,2.11,NYQ,84.225,"3,645,123,072",45.87,,0.05,,,,66.77835,YES
LSCC,Lattice Semiconductor Corporation,Semiconductors,Technology,39.87,39.01,0.00,60.79,12.10,12.10,NMS,54.23,"7,471,375,360",54.05,,0.22,,,,64.4891,NO
LSTR,"Landstar System, Inc.",Integrated Freight & Logistics,Industrials,30.15,24.94,0.74,174.02,-5.70,-4.96,NMS,184.535,"6,542,245,888",30.93,,-0.16,,,,185.2476,NO
LTC,"LTC Properties, Inc.",REIT - Healthcare Facilities,Real Estate,16.52,19.63,6.11,33.86,-7.27,-1.16,NYQ,36.515,"1,588,084,736",16.91,,-0.07,,,,33.64825,YES
LTRX,"Lantronix, Inc.",Communication Equipment,Technology,0.00,6.72,0.00,7.3,87.18,87.18,NCM,3.9,"147,799,472",63.86,,1.37,,,,4.2641,NO
LULU,Lululemon Athletica Inc.,Apparel Retail,Consumer Cyclical,20.97,18.19,0.00,315.64,16.48,16.48,NMS,270.98,"33,271,339,008",37.96,XLY,0.43,S&P 500,,Nasdaq 100,369.8487,NO
LUMN,"Lumen Technologies, Inc.",Telecom Services,Communication Services,0.00,-12.93,0.00,4.57,-32.04,-32.04,NYQ,6.725,"6,838,047,232",86.97,,-0.37,,,,2.1256,YES
LUV,Southwest Airlines Co.,Airlines,Industrials,223.00,24.16,2.49,26.21,-9.59,-7.10,NYQ,28.99,"17,369,561,088",41.46,,-0.17,S&P 500,,,28.80595,YES
LVS,Las Vegas Sands Corp.,Resorts & Casinos,Consumer Cyclical,19.84,15.08,1.96,53.4,26.39,28.35,NYQ,42.25,"31,114,252,288",34.46,XLY,0.82,S&P 500,,,46.437,NO
LW,"Lamb Weston Holdings, Inc.",Packaged Foods,Consumer Defensive,13.16,12.80,2.19,68.85,5.03,7.22,NYQ,65.555,"9,418,352,640",55,XLP,0.13,S&P 500,,,87.54115,NO
LXP,LXP Industrial Trust,REIT - Industrial,Real Estate,114.50,1030.50,5.12,10.4,0.92,6.04,NYQ,10.305,"3,041,685,760",18.63,,0.32,,,,9.2692,YES
LXRX,"Lexicon Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-3.01,0.00,6.2,261.52,261.52,NMS,1.715,"619,958,784",103.92,,2.52,,,,1.85515,NO
LXU,"LSB Industries, Inc.",Chemicals,Basic Materials,200.13,14.55,0.00,8.92,11.43,11.43,NYQ,8.005,"573,326,976",45.47,,0.25,,,,8.3016,NO
LYB,LyondellBasell Industries N.V.,Specialty Chemicals,Basic Materials,13.55,10.25,5.71,104.55,8.54,14.25,NYQ,96.32,"31,312,572,416",20.56,XLB,0.69,S&P 500,,,97.2427,NO
LYTS,LSI Industries Inc.,Electronic Components,Technology,19.23,13.08,1.28,19.67,23.25,24.53,NMS,15.96,"474,993,536",47.4,,0.52,,,,14.70245,YES
LYV,"Live Nation Entertainment, Inc.",Entertainment,Communication Services,94.90,42.78,0.00,119.37,14.35,14.35,NYQ,104.39,"24,230,379,520",35.64,XLC,0.40,S&P 500,,,94.22975,YES
LZB,La-Z-Boy Incorporated,"Furnishings, Fixtures & Appliances",Consumer Cyclical,15.61,13.01,1.86,43,-1.96,-0.10,NYQ,43.86,"1,834,541,056",36.84,,0.00,,,,37.37295,YES
M,"Macy's, Inc.",Department Stores,Consumer Cyclical,23.60,5.90,4.60,17.18,11.99,16.59,NYQ,15.34,"4,254,901,760",41.63,,0.40,,,,18.40565,NO
MA,Mastercard Incorporated,Credit Services,Financial Services,37.71,29.63,0.53,518.86,5.35,5.88,NYQ,492.505,"454,956,417,024",19.67,XLF,0.30,S&P 500,,,453.96225,YES
MAA,"Mid-America Apartment Communities, Inc.",REIT - Residential,Real Estate,37.53,39.41,3.59,159.18,-3.38,0.21,NYQ,164.74,"19,763,859,456",23.12,XLRE,0.01,S&P 500,,,137.2218,YES
MAC,The Macerich Company,REIT - Retail,Real Estate,0.00,-113.60,4.06,15.28,-10.33,-6.27,NYQ,17.04,"3,857,038,336",34.36,,-0.18,,,,15.58255,YES
MAG,MAG Silver Corp.,Silver,Basic Materials,24.42,19.14,0.00,17.7,24.96,24.96,ASE,14.165,"1,462,522,112",47.57,,0.52,,,,11.46745,YES
MAIN,Main Street Capital Corporation,Asset Management,Financial Services,9.40,12.72,2.06,48.8,-3.14,-1.08,NYQ,50.3799,"4,386,774,528",13.06,,-0.08,,,,47.40755,YES
MAN,ManpowerGroup Inc.,Staffing & Employment Services,Industrials,74.05,12.16,4.19,78.33,4.73,8.92,NYQ,74.79,"3,548,628,480",31.01,,0.29,,,,73.8317,YES
MANH,"Manhattan Associates, Inc.",Software - Application,Technology,83.55,56.15,0.00,265.41,-3.15,-3.15,NMS,274.035,"16,783,520,768",35.48,,-0.09,,,,236.32056,YES
MANU,Manchester United plc,Entertainment,Communication Services,0.00,-34.62,0.00,21.75,33.68,33.68,NYQ,16.2703,"2,754,854,656",33.58,,1.00,,,,17.0676,NO
MAR,"Marriott International, Inc.",Lodging,Consumer Cyclical,24.46,23.01,1.06,245.62,0.61,1.67,NMS,244.14,"68,742,283,264",24.18,XLY,0.07,S&P 500,,Nasdaq 100,235.80975,YES
MAS,Masco Corporation,Building Products & Equipment,Industrials,20.35,18.46,1.42,82.6,-0.77,0.65,NYQ,83.24,"18,167,046,144",27.84,,0.02,S&P 500,,,71.69895,YES
MASI,Masimo Corporation,Medical Devices,Healthcare,77.38,26.27,0.00,155,36.26,36.26,NMS,113.755,"6,083,469,312",52.46,,0.69,,,,123.9613,NO
MAT,"Mattel, Inc.",Leisure,Consumer Cyclical,21.60,12.46,0.00,23.48,20.78,20.78,NMS,19.44,"6,607,655,936",36.21,,0.57,,,,18.5241,YES
MATW,Matthews International Corporation,Conglomerates,Industrials,28.89,10.93,4.01,45,85.45,89.46,NMS,24.265,"742,450,752",41.94,,2.13,,,,28.82055,NO
MATX,"Matson, Inc.",Marine Shipping,Industrials,14.51,14.86,1.03,147.67,7.58,8.61,NYQ,137.27,"4,609,430,528",36.23,,0.24,,,,117.8083,YES
MBI,MBIA Inc.,Insurance - Specialty,Financial Services,0.00,-4.06,0.00,5.5,44.17,44.17,NYQ,3.815,"194,672,592",61.08,,0.72,,,,6.05675,NO
MBOT,Microbot Medical Inc.,Medical Instruments & Supplies,Healthcare,0.00,-1.76,0.00,7,666.96,666.96,NCM,0.9127,"15,063,566",219.63,,3.04,,,,1.1223,NO
MBWM,Mercantile Bank Corporation,Banks - Regional,Financial Services,9.21,10.45,3.18,49.75,6.94,10.12,NMS,46.52,"750,725,824",62.34,,0.16,,,,39.7328,YES
MCD,McDonald's Corporation,Restaurants,Consumer Cyclical,25.69,22.99,2.29,300.69,2.49,4.78,NYQ,293.38,"210,454,085,632",19.31,XLY,0.25,S&P 500,DJIA,,277.48,YES
MCHP,Microchip Technology Incorporated,Semiconductors,Technology,31.74,23.71,2.38,93.64,17.53,19.91,NMS,79.67,"42,743,353,344",38.02,XLK,0.52,S&P 500,,Nasdaq 100,87.27205,NO
MCHX,"Marchex, Inc.",Advertising Agencies,Communication Services,0.00,-168.00,0.00,3.25,93.45,93.45,NMS,1.68,"73,386,264",83.44,,1.12,,,,1.48325,YES
MCK,McKesson Corporation,Medical Distribution,Healthcare,22.75,14.26,0.56,616.63,21.19,21.75,NYQ,508.8,"65,979,654,144",23.74,XLV,0.92,S&P 500,,,534.2155,NO
MCO,Moody's Corporation,Financial Data & Stock Exchanges,Financial Services,48.42,38.29,0.70,481.42,-1.85,-1.15,NYQ,490.49,"89,310,380,032",23.25,XLF,-0.05,S&P 500,,,410.36566,YES
MCRI,"Monarch Casino & Resort, Inc.",Resorts & Casinos,Consumer Cyclical,17.90,15.77,1.57,73,-4.72,-3.15,NMS,76.62,"1,413,799,936",24.61,,-0.13,,,,69.78825,YES
MCS,The Marcus Corporation,Entertainment,Communication Services,0.00,38.03,1.90,19.33,30.34,32.24,NYQ,14.83,"477,134,496",35.35,,0.91,,,,13.1219,YES
MCY,Mercury General Corporation,Insurance - Property & Casualty,Financial Services,10.37,9.21,2.13,80,33.65,35.78,NYQ,59.86,"3,314,514,176",34.28,,1.04,,,,50.8697,YES
MD,"Pediatrix Medical Group, Inc.",Medical Care Facilities,Healthcare,0.00,7.53,0.00,9.58,-11.62,-11.62,NYQ,10.84,"930,785,280",42.24,,-0.28,,,,8.94905,YES
MDB,"MongoDB, Inc.",Software - Infrastructure,Technology,0.00,86.71,0.00,340.78,20.55,20.55,NGM,282.68,"20,881,430,528",46.03,,0.45,,,Nasdaq 100,337.1083,NO
MDGL,"Madrigal Pharmaceuticals, Inc.",Biotechnology,Healthcare,0.00,-13.37,0.00,362.53,47.20,47.20,NMS,246.285,"5,347,512,320",50.53,,0.93,,,,242.612,YES
MDLZ,"Mondelez International, Inc.",Confectioners,Consumer Defensive,25.74,20.86,2.50,79.05,5.53,8.03,NMS,74.91,"100,064,788,480",17.87,XLP,0.45,S&P 500,,Nasdaq 100,70.53215,YES
MDT,Medtronic plc,Medical Devices,Healthcare,30.14,15.30,3.18,94.34,5.38,8.56,NYQ,89.52,"114,822,578,176",17.44,XLV,0.49,S&P 500,,,83.30865,YES
MDU,"MDU Resources Group, Inc.",Conglomerates,Industrials,13.20,15.43,1.99,26.88,1.30,3.29,NYQ,26.535,"5,410,167,808",27.16,,0.12,,,,23.3078,YES
MDXG,"MiMedx Group, Inc.",Biotechnology,Healthcare,10.98,19.56,0.00,12.2,94.89,94.89,NCM,6.26,"919,024,320",56.56,,1.68,,,,7.3994,NO
MED,"Medifast, Inc.",Personal Services,Consumer Cyclical,7.09,29.69,34.41,17.25,-9.21,25.20,NYQ,19,"207,810,592",68.51,,0.37,,,,35.5258,NO
MEI,"Methode Electronics, Inc.",Electronic Components,Technology,0.00,12.94,5.11,11.33,-0.58,4.53,NYQ,11.3966,"401,674,304",60.63,,0.07,,,,14.7636,NO
MEIP,"MEI Pharma, Inc.",Biotechnology,Healthcare,0.80,-0.55,0.00,6,91.08,91.08,NCM,3.14,"20,921,382",133.76,,0.68,,,,3.89095,NO
MELI,"MercadoLibre, Inc.",Internet Retail,Consumer Cyclical,76.38,43.78,0.00,2250.56,6.99,6.99,NMS,2103.5,"106,641,981,440",28.15,,0.25,,,Nasdaq 100,1674.9312,YES
